Date,City_Name,Avg_Temp,Max_Temp,Min_Temp,Avg_Humidity,Total_Rainfall,Avg_WindSpeed,Avg_CloudCover,Avg_Pressure,City_Code
2009-01-01,Bengaluru,19.04,27,12,66.5,0.0,6.71,6.96,1013.88,KA002
2009-01-02,Bengaluru,20.63,27,16,69.92,0.0,7.96,36.42,1014.33,KA002
2009-01-03,Bengaluru,20.17,25,15,71.0,0.0,8.33,42.0,1015.0,KA002
2009-01-04,Bengaluru,20.79,27,15,67.29,0.0,7.63,38.17,1014.25,KA002
2009-01-05,Bengaluru,20.67,28,16,67.08,0.0,7.5,25.13,1012.71,KA002
2009-01-06,Bengaluru,19.79,28,13,60.46,0.0,6.92,5.08,1012.88,KA002
2009-01-07,Bengaluru,19.71,26,15,79.29,0.2,8.29,56.21,1014.17,KA002
2009-01-08,Bengaluru,20.21,25,18,84.92,2.1,11.38,61.79,1015.96,KA002
2009-01-09,Bengaluru,21.38,27,17,70.21,0.0,12.08,22.46,1016.38,KA002
2009-01-10,Bengaluru,20.67,27,16,66.25,0.0,13.54,27.0,1016.21,KA002
2009-01-11,Bengaluru,20.75,27,15,69.79,0.0,11.38,20.46,1016.46,KA002
2009-01-12,Bengaluru,19.96,27,15,62.17,0.0,12.29,4.5,1017.83,KA002
2009-01-13,Bengaluru,19.46,26,14,66.63,0.0,15.38,10.88,1018.5,KA002
2009-01-14,Bengaluru,19.38,25,14,70.96,0.0,13.38,35.13,1018.38,KA002
2009-01-15,Bengaluru,19.92,27,14,68.46,0.0,13.79,16.88,1018.21,KA002
2009-01-16,Bengaluru,20.04,27,15,66.17,0.0,10.92,12.25,1017.46,KA002
2009-01-17,Bengaluru,19.88,27,13,66.29,0.0,11.08,10.54,1016.25,KA002
2009-01-18,Bengaluru,19.79,27,13,60.25,0.0,8.96,8.46,1015.33,KA002
2009-01-19,Bengaluru,20.54,28,15,56.58,0.0,10.38,3.08,1014.46,KA002
2009-01-20,Bengaluru,20.21,28,13,58.83,0.0,11.13,5.83,1014.75,KA002
2009-01-21,Bengaluru,20.25,30,12,54.25,0.0,8.58,2.25,1014.54,KA002
2009-01-22,Bengaluru,20.54,29,13,56.79,0.0,9.0,0.75,1013.54,KA002
2009-01-23,Bengaluru,21.13,30,14,52.17,0.0,8.25,0.0,1012.54,KA002
2009-01-24,Bengaluru,21.25,31,13,51.13,0.0,9.67,0.29,1012.21,KA002
2009-01-25,Bengaluru,21.83,31,13,52.21,0.0,9.17,13.38,1012.67,KA002
2009-01-26,Bengaluru,21.75,30,14,59.63,0.0,9.79,7.92,1013.25,KA002
2009-01-27,Bengaluru,23.25,31,15,65.0,0.1,7.46,41.54,1013.0,KA002
2009-01-28,Bengaluru,24.46,32,18,61.96,0.3,7.67,28.75,1012.58,KA002
2009-01-29,Bengaluru,23.54,32,17,55.38,0.0,9.08,17.38,1012.92,KA002
2009-01-30,Bengaluru,22.38,31,16,42.67,0.0,11.25,2.92,1013.21,KA002
2009-01-31,Bengaluru,22.13,31,15,44.67,0.0,10.79,3.21,1013.29,KA002
2009-02-01,Bengaluru,22.63,32,14,47.17,0.0,10.08,0.88,1013.71,KA002
2009-02-02,Bengaluru,22.88,32,15,49.29,0.0,9.42,2.42,1014.08,KA002
2009-02-03,Bengaluru,22.92,31,16,51.79,0.0,9.88,4.71,1013.75,KA002
2009-02-04,Bengaluru,23.08,31,16,52.29,0.0,8.96,8.83,1014.29,KA002
2009-02-05,Bengaluru,22.83,30,16,50.58,0.0,9.38,7.25,1014.42,KA002
2009-02-06,Bengaluru,22.75,31,15,47.67,0.0,9.29,4.67,1014.0,KA002
2009-02-07,Bengaluru,22.58,30,15,54.17,0.0,11.67,4.0,1013.46,KA002
2009-02-08,Bengaluru,22.58,30,15,54.33,0.0,11.25,5.0,1014.79,KA002
2009-02-09,Bengaluru,22.0,30,15,52.79,0.0,13.92,3.21,1015.13,KA002
2009-02-10,Bengaluru,22.0,30,13,49.25,0.0,9.08,4.29,1014.0,KA002
2009-02-11,Bengaluru,22.75,32,13,40.96,0.0,6.46,5.83,1012.71,KA002
2009-02-12,Bengaluru,24.29,33,15,41.79,0.0,5.5,7.42,1012.13,KA002
2009-02-13,Bengaluru,24.58,34,17,39.54,0.0,6.17,4.92,1011.63,KA002
2009-02-14,Bengaluru,24.54,33,17,37.29,0.0,6.04,6.29,1011.71,KA002
2009-02-15,Bengaluru,23.54,32,16,40.38,0.0,10.17,4.13,1011.17,KA002
2009-02-16,Bengaluru,23.17,31,16,40.96,0.0,12.63,0.92,1012.08,KA002
2009-02-17,Bengaluru,22.08,30,15,45.42,0.0,13.75,0.25,1013.21,KA002
2009-02-18,Bengaluru,22.29,31,14,48.33,0.0,10.79,2.5,1012.38,KA002
2009-02-19,Bengaluru,22.92,31,15,42.17,0.0,13.42,0.0,1011.21,KA002
2009-02-20,Bengaluru,23.13,31,15,49.63,0.0,13.0,5.79,1012.83,KA002
2009-02-21,Bengaluru,24.0,32,16,58.42,0.0,10.33,14.5,1012.5,KA002
2009-02-22,Bengaluru,25.63,33,18,52.75,0.0,13.58,10.25,1010.13,KA002
2009-02-23,Bengaluru,25.75,34,18,47.58,0.0,11.04,4.83,1010.67,KA002
2009-02-24,Bengaluru,26.25,35,18,45.96,0.0,6.75,2.58,1011.0,KA002
2009-02-25,Bengaluru,27.25,36,18,40.83,0.0,5.92,4.46,1009.96,KA002
2009-02-26,Bengaluru,28.38,37,20,37.67,0.0,7.67,4.58,1009.54,KA002
2009-02-27,Bengaluru,26.38,35,20,35.0,0.0,10.33,1.92,1011.21,KA002
2009-02-28,Bengaluru,25.46,35,15,26.21,0.0,6.5,0.0,1011.21,KA002
2009-03-01,Bengaluru,26.33,36,17,25.58,0.0,8.25,0.0,1010.33,KA002
2009-03-02,Bengaluru,26.67,35,18,32.54,0.0,9.63,0.96,1010.71,KA002
2009-03-03,Bengaluru,25.96,35,18,36.63,0.0,8.71,0.71,1010.96,KA002
2009-03-04,Bengaluru,26.54,37,18,32.08,0.0,7.04,1.33,1010.67,KA002
2009-03-05,Bengaluru,26.21,35,18,30.13,0.0,8.42,1.08,1010.38,KA002
2009-03-06,Bengaluru,26.25,37,17,27.58,0.0,6.0,0.5,1010.71,KA002
2009-03-07,Bengaluru,26.79,35,18,27.13,0.0,8.79,1.54,1010.08,KA002
2009-03-08,Bengaluru,25.96,34,18,28.67,0.0,13.63,0.33,1010.63,KA002
2009-03-09,Bengaluru,24.38,32,17,32.63,0.0,11.92,42.25,1012.54,KA002
2009-03-10,Bengaluru,21.54,25,20,70.79,0.9,12.92,48.08,1013.71,KA002
2009-03-11,Bengaluru,22.67,28,19,78.75,6.6,7.5,69.29,1013.38,KA002
2009-03-12,Bengaluru,21.21,22,20,89.5,8.0,5.5,46.17,1012.71,KA002
2009-03-13,Bengaluru,23.92,30,19,60.29,0.0,9.71,22.25,1013.5,KA002
2009-03-14,Bengaluru,24.25,30,20,61.0,0.6,9.83,25.79,1013.0,KA002
2009-03-15,Bengaluru,23.17,31,19,64.08,1.0,4.29,37.0,1012.67,KA002
2009-03-16,Bengaluru,24.88,32,19,52.38,0.7,7.88,14.08,1011.08,KA002
2009-03-17,Bengaluru,25.38,32,18,45.33,0.0,8.33,7.17,1011.13,KA002
2009-03-18,Bengaluru,25.96,33,19,40.04,0.0,8.54,5.58,1010.96,KA002
2009-03-19,Bengaluru,25.46,34,18,41.17,0.0,9.79,2.63,1010.75,KA002
2009-03-20,Bengaluru,26.33,35,18,35.96,0.0,7.17,2.13,1010.58,KA002
2009-03-21,Bengaluru,26.13,33,19,45.42,0.1,4.58,15.5,1010.25,KA002
2009-03-22,Bengaluru,25.75,30,20,48.08,0.8,6.17,35.42,1009.92,KA002
2009-03-23,Bengaluru,25.67,33,20,52.79,1.3,4.38,36.67,1011.42,KA002
2009-03-24,Bengaluru,24.29,30,21,60.88,1.7,4.21,41.25,1012.46,KA002
2009-03-25,Bengaluru,24.08,29,20,58.71,0.3,5.04,24.46,1012.0,KA002
2009-03-26,Bengaluru,24.88,30,19,55.96,0.1,5.17,20.17,1010.92,KA002
2009-03-27,Bengaluru,26.79,34,21,50.92,0.4,4.67,17.67,1010.92,KA002
2009-03-28,Bengaluru,26.96,35,21,49.25,0.4,5.83,18.13,1010.92,KA002
2009-03-29,Bengaluru,26.13,32,20,44.04,0.0,8.79,6.92,1010.46,KA002
2009-03-30,Bengaluru,26.63,34,19,41.83,0.0,8.08,2.63,1010.0,KA002
2009-03-31,Bengaluru,27.0,35,19,37.5,0.0,9.71,1.46,1008.83,KA002
2009-04-01,Bengaluru,27.46,36,19,35.79,0.0,7.5,2.79,1008.75,KA002
2009-04-02,Bengaluru,27.29,35,20,36.0,0.0,10.08,3.88,1009.63,KA002
2009-04-03,Bengaluru,27.25,35,18,34.92,0.0,10.29,1.38,1010.29,KA002
2009-04-04,Bengaluru,27.75,36,19,34.29,0.0,11.71,0.25,1010.54,KA002
2009-04-05,Bengaluru,27.46,37,19,38.29,0.0,8.08,1.67,1010.83,KA002
2009-04-06,Bengaluru,28.79,38,20,40.63,0.0,7.33,6.54,1008.71,KA002
2009-04-07,Bengaluru,29.46,37,23,37.67,0.0,11.08,2.71,1007.75,KA002
2009-04-08,Bengaluru,28.92,36,21,38.79,0.0,8.71,6.04,1008.08,KA002
2009-04-09,Bengaluru,28.13,35,23,49.13,0.9,11.38,22.08,1008.67,KA002
2009-04-10,Bengaluru,26.5,33,20,53.75,0.0,10.92,21.0,1009.17,KA002
2009-04-11,Bengaluru,26.83,32,20,42.92,0.0,7.5,44.08,1008.92,KA002
2009-04-12,Bengaluru,27.54,33,22,37.92,0.0,5.54,19.92,1007.92,KA002
2009-04-13,Bengaluru,28.75,36,21,43.08,0.1,7.04,8.63,1006.58,KA002
2009-04-14,Bengaluru,28.71,37,22,45.08,0.2,7.17,9.92,1006.58,KA002
2009-04-15,Bengaluru,28.42,36,22,46.71,0.0,5.54,16.5,1006.71,KA002
2009-04-16,Bengaluru,28.83,38,23,43.63,0.0,4.75,10.38,1005.5,KA002
2009-04-17,Bengaluru,28.42,38,23,49.17,2.2,5.58,20.08,1005.71,KA002
2009-04-18,Bengaluru,30.38,39,23,44.92,0.0,6.33,11.29,1007.58,KA002
2009-04-19,Bengaluru,29.83,38,23,48.46,0.8,5.71,20.88,1009.58,KA002
2009-04-20,Bengaluru,26.42,34,23,68.29,1.2,6.88,29.79,1009.21,KA002
2009-04-21,Bengaluru,26.63,33,21,62.17,3.0,7.25,20.83,1007.75,KA002
2009-04-22,Bengaluru,25.38,28,22,67.75,0.0,7.75,14.88,1009.08,KA002
2009-04-23,Bengaluru,27.71,34,21,53.71,0.0,6.17,8.33,1009.29,KA002
2009-04-24,Bengaluru,28.29,36,23,50.63,0.2,6.0,12.13,1009.17,KA002
2009-04-25,Bengaluru,25.96,30,23,62.96,3.4,6.54,29.92,1010.5,KA002
2009-04-26,Bengaluru,27.13,35,22,55.54,0.5,5.33,33.21,1009.92,KA002
2009-04-27,Bengaluru,29.17,38,21,44.46,0.2,4.71,9.13,1009.63,KA002
2009-04-28,Bengaluru,28.46,34,23,45.42,0.0,5.88,15.92,1009.46,KA002
2009-04-29,Bengaluru,30.13,40,21,37.42,0.0,4.46,3.92,1009.88,KA002
2009-04-30,Bengaluru,30.58,40,22,42.92,0.1,5.42,6.88,1009.42,KA002
2009-05-01,Bengaluru,29.67,38,23,48.63,0.3,7.17,13.63,1009.63,KA002
2009-05-02,Bengaluru,30.5,40,23,41.83,0.0,5.13,7.17,1009.75,KA002
2009-05-03,Bengaluru,29.83,35,24,43.92,0.0,6.33,10.46,1009.21,KA002
2009-05-04,Bengaluru,26.67,33,23,64.13,5.9,8.58,34.63,1008.54,KA002
2009-05-05,Bengaluru,27.75,35,22,58.79,0.6,8.79,30.08,1009.04,KA002
2009-05-06,Bengaluru,27.0,33,22,56.92,0.2,6.96,22.5,1009.75,KA002
2009-05-07,Bengaluru,29.5,39,22,48.21,0.4,4.83,14.46,1007.63,KA002
2009-05-08,Bengaluru,28.96,34,24,47.46,0.8,7.0,15.46,1007.29,KA002
2009-05-09,Bengaluru,27.13,34,24,62.42,0.7,7.96,26.79,1007.21,KA002
2009-05-10,Bengaluru,27.25,34,23,58.25,0.2,11.04,11.0,1006.79,KA002
2009-05-11,Bengaluru,28.08,34,22,49.17,0.0,9.83,4.42,1006.5,KA002
2009-05-12,Bengaluru,28.33,36,22,49.42,0.0,9.13,4.38,1006.25,KA002
2009-05-13,Bengaluru,28.92,35,23,40.25,0.0,11.79,4.63,1005.54,KA002
2009-05-14,Bengaluru,25.0,28,22,56.17,0.4,13.79,13.21,1006.13,KA002
2009-05-15,Bengaluru,27.21,34,22,52.13,3.0,8.63,28.79,1006.92,KA002
2009-05-16,Bengaluru,26.38,33,22,57.42,3.8,7.54,42.5,1008.46,KA002
2009-05-17,Bengaluru,27.21,36,22,62.67,0.3,8.08,31.38,1008.13,KA002
2009-05-18,Bengaluru,27.0,33,22,60.42,1.0,6.25,33.29,1007.54,KA002
2009-05-19,Bengaluru,26.29,32,23,66.96,7.3,8.29,51.58,1007.04,KA002
2009-05-20,Bengaluru,25.25,30,22,74.08,6.1,8.42,41.46,1006.54,KA002
2009-05-21,Bengaluru,26.08,35,21,72.13,6.0,9.71,41.33,1006.33,KA002
2009-05-22,Bengaluru,23.79,27,22,76.58,5.1,12.92,33.29,1006.63,KA002
2009-05-23,Bengaluru,23.0,25,21,80.29,0.4,13.58,30.21,1005.67,KA002
2009-05-24,Bengaluru,24.33,30,21,76.46,0.0,15.46,20.54,1004.13,KA002
2009-05-25,Bengaluru,25.58,32,20,67.08,0.0,14.58,21.71,1003.46,KA002
2009-05-26,Bengaluru,24.5,30,21,69.75,0.5,10.5,29.88,1004.71,KA002
2009-05-27,Bengaluru,25.63,34,22,62.46,1.7,10.46,27.92,1005.71,KA002
2009-05-28,Bengaluru,26.71,35,21,62.92,4.7,9.04,37.54,1006.13,KA002
2009-05-29,Bengaluru,26.25,33,22,71.21,1.5,10.33,43.42,1007.0,KA002
2009-05-30,Bengaluru,25.79,31,22,69.42,1.8,9.29,35.79,1006.46,KA002
2009-05-31,Bengaluru,24.63,28,21,73.33,0.4,9.67,29.71,1007.46,KA002
2009-06-01,Bengaluru,24.21,31,22,72.54,3.4,10.08,56.17,1008.17,KA002
2009-06-02,Bengaluru,25.25,31,21,69.75,1.1,13.38,21.58,1009.0,KA002
2009-06-03,Bengaluru,25.5,33,20,65.79,0.3,15.0,26.0,1009.42,KA002
2009-06-04,Bengaluru,25.13,32,20,67.79,0.3,17.96,25.13,1008.0,KA002
2009-06-05,Bengaluru,24.67,31,20,69.5,0.3,20.71,48.71,1006.92,KA002
2009-06-06,Bengaluru,23.79,28,21,68.29,0.0,21.54,52.21,1006.33,KA002
2009-06-07,Bengaluru,23.88,29,21,65.75,0.0,19.67,46.08,1006.29,KA002
2009-06-08,Bengaluru,22.96,28,20,78.71,6.5,16.08,73.5,1008.0,KA002
2009-06-09,Bengaluru,24.83,31,20,75.17,8.1,13.38,45.17,1008.25,KA002
2009-06-10,Bengaluru,25.13,32,20,73.67,1.1,11.21,28.96,1008.29,KA002
2009-06-11,Bengaluru,24.71,32,20,74.08,10.8,12.54,37.08,1008.96,KA002
2009-06-12,Bengaluru,22.33,25,20,83.29,3.8,7.29,33.71,1010.08,KA002
2009-06-13,Bengaluru,22.04,24,20,87.54,3.8,6.96,53.63,1011.25,KA002
2009-06-14,Bengaluru,22.04,27,20,88.42,17.5,10.79,77.88,1011.08,KA002
2009-06-15,Bengaluru,21.79,23,20,92.46,9.2,10.38,71.38,1009.75,KA002
2009-06-16,Bengaluru,21.79,24,20,89.5,2.9,10.0,61.88,1008.58,KA002
2009-06-17,Bengaluru,24.13,30,20,79.54,3.8,9.58,47.71,1007.04,KA002
2009-06-18,Bengaluru,23.75,27,20,85.08,7.7,9.54,53.63,1006.83,KA002
2009-06-19,Bengaluru,22.71,26,21,83.92,0.1,11.5,53.17,1007.04,KA002
2009-06-20,Bengaluru,21.83,23,21,91.21,3.8,9.5,57.63,1008.29,KA002
2009-06-21,Bengaluru,23.58,29,20,75.29,0.2,14.46,33.13,1008.71,KA002
2009-06-22,Bengaluru,23.83,29,20,75.0,2.2,15.67,45.71,1008.38,KA002
2009-06-23,Bengaluru,24.17,30,20,69.46,0.0,17.71,31.79,1007.63,KA002
2009-06-24,Bengaluru,23.92,29,20,71.25,0.5,16.38,43.88,1007.67,KA002
2009-06-25,Bengaluru,23.71,30,20,72.92,0.8,15.83,49.13,1007.67,KA002
2009-06-26,Bengaluru,23.33,29,19,69.25,0.0,17.75,54.71,1007.21,KA002
2009-06-27,Bengaluru,23.58,29,19,66.96,0.4,16.25,49.79,1006.63,KA002
2009-06-28,Bengaluru,24.17,29,20,71.58,5.7,14.96,38.67,1006.17,KA002
2009-06-29,Bengaluru,23.88,29,20,76.21,2.8,12.33,41.38,1006.33,KA002
2009-06-30,Bengaluru,24.17,30,20,74.42,2.4,14.5,44.42,1007.17,KA002
2009-07-01,Bengaluru,24.0,29,20,73.46,0.7,16.96,49.29,1007.79,KA002
2009-07-02,Bengaluru,23.67,28,20,73.33,0.8,19.46,65.25,1006.83,KA002
2009-07-03,Bengaluru,23.96,28,21,71.58,0.4,20.29,66.79,1006.33,KA002
2009-07-04,Bengaluru,22.83,25,21,76.92,0.0,19.04,92.21,1005.96,KA002
2009-07-05,Bengaluru,22.58,25,21,76.67,1.1,17.21,82.96,1005.92,KA002
2009-07-06,Bengaluru,23.92,28,21,70.92,0.0,19.38,66.88,1006.17,KA002
2009-07-07,Bengaluru,22.83,25,21,77.54,0.9,18.0,67.42,1007.25,KA002
2009-07-08,Bengaluru,23.33,27,21,72.08,0.0,22.58,72.25,1007.08,KA002
2009-07-09,Bengaluru,22.5,25,21,74.63,0.5,20.0,81.54,1007.79,KA002
2009-07-10,Bengaluru,23.54,28,20,70.71,0.0,17.21,66.38,1008.21,KA002
2009-07-11,Bengaluru,24.13,29,21,67.96,0.0,18.5,58.21,1008.88,KA002
2009-07-12,Bengaluru,23.96,28,21,69.5,0.0,20.42,62.5,1007.88,KA002
2009-07-13,Bengaluru,24.17,28,22,68.5,0.5,22.5,63.42,1007.08,KA002
2009-07-14,Bengaluru,22.42,24,21,76.46,1.8,24.5,88.25,1006.38,KA002
2009-07-15,Bengaluru,22.88,25,21,76.25,0.9,24.54,79.04,1005.88,KA002
2009-07-16,Bengaluru,23.79,28,22,73.38,0.6,23.38,74.71,1006.46,KA002
2009-07-17,Bengaluru,23.25,25,22,75.17,0.8,18.63,79.0,1006.63,KA002
2009-07-18,Bengaluru,23.79,29,21,70.79,0.1,19.33,72.33,1007.92,KA002
2009-07-19,Bengaluru,23.0,26,21,75.92,0.7,18.38,88.21,1009.46,KA002
2009-07-20,Bengaluru,23.5,27,21,72.08,0.0,20.13,73.04,1008.38,KA002
2009-07-21,Bengaluru,23.75,28,22,70.17,0.1,22.71,66.25,1008.63,KA002
2009-07-22,Bengaluru,23.33,26,22,71.29,0.2,21.08,72.0,1008.29,KA002
2009-07-23,Bengaluru,24.0,29,21,67.0,0.0,19.46,56.0,1009.13,KA002
2009-07-24,Bengaluru,24.54,29,21,64.04,0.0,17.75,40.71,1010.17,KA002
2009-07-25,Bengaluru,24.33,30,20,66.42,0.0,16.46,45.79,1009.92,KA002
2009-07-26,Bengaluru,24.38,30,21,64.54,0.0,15.75,53.38,1009.21,KA002
2009-07-27,Bengaluru,24.29,29,21,65.54,0.0,17.63,56.21,1008.88,KA002
2009-07-28,Bengaluru,24.46,30,21,67.58,0.9,18.58,64.17,1008.92,KA002
2009-07-29,Bengaluru,24.08,29,21,73.92,4.7,15.29,70.79,1010.29,KA002
2009-07-30,Bengaluru,23.5,28,21,78.67,3.5,14.79,72.13,1010.96,KA002
2009-07-31,Bengaluru,22.88,27,21,83.46,4.3,13.17,90.21,1009.96,KA002
2009-08-01,Bengaluru,22.67,27,20,81.21,2.5,13.67,69.92,1009.63,KA002
2009-08-02,Bengaluru,22.88,28,20,79.0,0.7,14.67,65.58,1009.33,KA002
2009-08-03,Bengaluru,23.42,29,20,75.63,0.8,13.92,64.46,1009.21,KA002
2009-08-04,Bengaluru,23.25,28,20,75.67,1.5,16.29,57.33,1009.17,KA002
2009-08-05,Bengaluru,23.25,28,21,73.88,0.0,14.96,56.63,1008.79,KA002
2009-08-06,Bengaluru,23.83,29,20,71.38,0.0,13.54,52.46,1008.46,KA002
2009-08-07,Bengaluru,24.79,31,21,65.67,0.0,15.25,40.67,1008.67,KA002
2009-08-08,Bengaluru,23.58,28,21,71.71,0.0,14.96,55.29,1008.08,KA002
2009-08-09,Bengaluru,23.63,30,19,72.71,0.6,13.5,47.38,1007.08,KA002
2009-08-10,Bengaluru,24.04,29,20,71.21,0.9,14.79,39.92,1006.88,KA002
2009-08-11,Bengaluru,24.38,30,20,68.88,0.0,13.5,40.79,1008.13,KA002
2009-08-12,Bengaluru,24.83,31,20,67.42,1.8,11.25,43.83,1007.75,KA002
2009-08-13,Bengaluru,25.08,32,20,68.08,0.1,12.5,28.96,1007.5,KA002
2009-08-14,Bengaluru,24.67,31,20,72.96,4.0,10.92,30.88,1008.17,KA002
2009-08-15,Bengaluru,22.83,28,20,78.88,0.6,9.5,31.42,1009.46,KA002
2009-08-16,Bengaluru,24.08,30,19,75.38,5.5,8.67,44.92,1008.54,KA002
2009-08-17,Bengaluru,20.38,21,20,94.17,9.6,7.29,92.17,1009.04,KA002
2009-08-18,Bengaluru,23.5,29,18,79.75,0.5,6.96,52.17,1008.46,KA002
2009-08-19,Bengaluru,23.75,29,20,83.38,4.0,8.25,60.67,1009.54,KA002
2009-08-20,Bengaluru,23.79,29,20,81.79,3.5,7.33,43.88,1010.17,KA002
2009-08-21,Bengaluru,23.54,29,20,86.17,21.9,4.96,84.08,1009.46,KA002
2009-08-22,Bengaluru,21.67,24,20,90.83,17.4,9.5,60.25,1008.96,KA002
2009-08-23,Bengaluru,22.13,26,19,88.17,4.3,9.79,61.46,1008.63,KA002
2009-08-24,Bengaluru,21.79,25,20,88.5,0.9,13.71,75.25,1008.92,KA002
2009-08-25,Bengaluru,22.17,26,20,82.0,0.1,16.88,63.5,1008.83,KA002
2009-08-26,Bengaluru,22.5,28,19,78.79,1.8,15.54,55.67,1009.5,KA002
2009-08-27,Bengaluru,23.08,29,20,75.17,0.0,14.92,54.0,1008.83,KA002
2009-08-28,Bengaluru,23.38,29,20,72.42,0.0,13.54,41.13,1009.54,KA002
2009-08-29,Bengaluru,23.0,28,19,76.54,0.3,13.83,52.54,1009.54,KA002
2009-08-30,Bengaluru,22.67,28,19,81.08,3.2,11.25,54.08,1009.92,KA002
2009-08-31,Bengaluru,22.58,27,20,81.79,1.4,10.71,67.67,1010.13,KA002
2009-09-01,Bengaluru,22.21,26,20,87.54,2.1,11.46,71.58,1009.17,KA002
2009-09-02,Bengaluru,21.29,25,20,88.38,0.6,13.42,68.79,1007.96,KA002
2009-09-03,Bengaluru,21.96,26,19,82.38,0.0,15.58,87.13,1008.08,KA002
2009-09-04,Bengaluru,22.58,26,20,80.88,0.4,17.83,91.13,1008.54,KA002
2009-09-05,Bengaluru,21.5,25,20,86.92,8.3,18.92,87.83,1007.92,KA002
2009-09-06,Bengaluru,22.08,26,20,81.63,0.1,18.13,68.13,1006.79,KA002
2009-09-07,Bengaluru,22.5,26,20,77.88,0.2,16.08,51.67,1007.33,KA002
2009-09-08,Bengaluru,23.29,29,19,73.75,0.0,15.08,27.67,1008.08,KA002
2009-09-09,Bengaluru,23.67,30,19,71.58,0.0,13.33,20.92,1008.58,KA002
2009-09-10,Bengaluru,24.38,31,19,68.96,0.0,11.33,26.08,1008.58,KA002
2009-09-11,Bengaluru,24.88,32,19,71.5,1.2,6.46,42.42,1009.54,KA002
2009-09-12,Bengaluru,22.71,27,21,86.38,5.5,6.21,57.79,1011.54,KA002
2009-09-13,Bengaluru,24.0,29,20,88.21,12.4,4.96,66.67,1011.58,KA002
2009-09-14,Bengaluru,21.92,23,21,92.54,14.9,7.13,70.29,1011.79,KA002
2009-09-15,Bengaluru,23.0,27,20,87.46,7.0,8.75,59.83,1009.58,KA002
2009-09-16,Bengaluru,23.42,27,21,89.58,14.3,5.58,53.71,1008.92,KA002
2009-09-17,Bengaluru,23.29,27,20,87.17,4.9,4.79,54.58,1010.0,KA002
2009-09-18,Bengaluru,22.0,24,21,92.21,6.3,3.21,69.92,1011.08,KA002
2009-09-19,Bengaluru,22.0,24,20,94.25,14.9,5.46,85.46,1011.0,KA002
2009-09-20,Bengaluru,22.17,25,21,94.04,16.5,5.79,79.75,1010.67,KA002
2009-09-21,Bengaluru,21.42,24,19,94.67,7.5,5.79,67.88,1010.29,KA002
2009-09-22,Bengaluru,22.54,27,18,91.67,7.0,4.33,73.71,1009.88,KA002
2009-09-23,Bengaluru,23.04,27,20,89.13,4.8,8.67,69.5,1010.75,KA002
2009-09-24,Bengaluru,22.38,26,20,91.17,6.3,10.58,65.92,1011.83,KA002
2009-09-25,Bengaluru,22.5,27,19,88.33,2.6,7.92,52.25,1011.04,KA002
2009-09-26,Bengaluru,22.67,28,20,84.42,1.5,10.96,26.83,1009.83,KA002
2009-09-27,Bengaluru,21.92,25,19,90.96,2.4,8.92,62.42,1008.21,KA002
2009-09-28,Bengaluru,22.29,26,20,87.71,0.9,13.71,75.17,1007.33,KA002
2009-09-29,Bengaluru,20.71,22,20,91.79,1.8,16.17,85.17,1007.08,KA002
2009-09-30,Bengaluru,21.29,25,19,86.08,0.6,19.17,73.54,1006.13,KA002
2009-10-01,Bengaluru,20.42,22,20,93.92,4.2,16.75,97.88,1004.5,KA002
2009-10-02,Bengaluru,20.79,23,20,94.25,9.0,16.63,93.63,1005.0,KA002
2009-10-03,Bengaluru,21.17,24,20,92.13,1.6,18.33,80.5,1007.0,KA002
2009-10-04,Bengaluru,21.92,26,19,84.33,0.0,19.17,60.0,1009.38,KA002
2009-10-05,Bengaluru,21.83,26,19,81.67,0.0,18.13,54.5,1010.42,KA002
2009-10-06,Bengaluru,21.96,27,19,82.33,0.0,15.21,43.63,1010.42,KA002
2009-10-07,Bengaluru,21.63,28,18,85.83,1.2,11.54,58.67,1010.17,KA002
2009-10-08,Bengaluru,21.58,27,18,86.17,2.3,10.21,57.92,1010.17,KA002
2009-10-09,Bengaluru,21.88,27,18,86.54,1.6,5.42,47.25,1010.29,KA002
2009-10-10,Bengaluru,22.5,26,20,90.04,6.9,3.63,58.83,1011.38,KA002
2009-10-11,Bengaluru,22.21,26,19,92.42,11.0,3.29,73.13,1012.29,KA002
2009-10-12,Bengaluru,21.58,25,19,92.54,8.1,6.21,67.75,1012.83,KA002
2009-10-13,Bengaluru,21.92,26,19,89.75,3.8,5.21,67.88,1013.04,KA002
2009-10-14,Bengaluru,21.71,25,19,89.38,5.6,5.33,62.38,1013.0,KA002
2009-10-15,Bengaluru,21.92,28,18,76.58,0.0,8.83,26.5,1012.67,KA002
2009-10-16,Bengaluru,22.5,28,17,72.17,0.0,7.58,20.63,1012.5,KA002
2009-10-17,Bengaluru,22.46,28,17,69.96,0.0,6.71,22.92,1011.54,KA002
2009-10-18,Bengaluru,23.71,30,19,64.92,0.3,6.17,38.08,1011.08,KA002
2009-10-19,Bengaluru,23.38,29,20,70.96,0.0,5.63,32.38,1012.33,KA002
2009-10-20,Bengaluru,23.08,29,18,68.5,0.0,7.21,26.0,1012.96,KA002
2009-10-21,Bengaluru,23.04,29,19,62.13,0.0,10.0,26.54,1013.46,KA002
2009-10-22,Bengaluru,22.46,28,19,61.17,0.0,7.46,43.58,1014.25,KA002
2009-10-23,Bengaluru,21.63,28,18,56.42,0.0,8.92,27.96,1013.38,KA002
