Date,City,PM2.5,PM10,NO,NO2,NOX,NH3,CO,SO2,O3,Benzene,Toluene,Xylane,AQI,AQI_Bucket,City_Code
21-07-2015,Ahmedabad,18.08,0,0.25,2.96,3.16,0,0.25,0.48,2.36,5,21.75,1.54,21.75,Good,GJ001
22-07-2015,Ahmedabad,57,0,0.51,8.28,8.42,0,0.51,12.15,2.6,2.81,14.53,1.87,90,Satisfactory,GJ001
23-07-2015,Ahmedabad,34.75,0,0.01,9.73,7.88,0,0.01,13.63,4.87,1.45,5.22,0.38,78,Satisfactory,GJ001
24-07-2015,Ahmedabad,29.21,0,0.01,9.57,7.77,0,0.01,13.58,5.08,1.37,3.65,0.32,48,Good,GJ001
25-07-2015,Ahmedabad,29.83,0,0.09,8.64,7.97,0,0.09,15.11,5.34,0.36,1.05,0.14,53,Satisfactory,GJ001
26-07-2015,Ahmedabad,60,0,0.14,8.78,8.16,0,0.14,11.52,2.79,0.52,1.23,0.22,91,Satisfactory,GJ001
27-07-2015,Ahmedabad,19.13,0,1.01,9.45,9.74,0,1.01,11.23,4.61,1.29,3.29,0.15,70,Satisfactory,GJ001
28-07-2015,Ahmedabad,19.63,0,5.89,11.26,17.15,0,5.89,11.56,4.4,0.58,1.44,0.07,157,Moderate,GJ001
29-07-2015,Ahmedabad,35.21,0,5.75,10.89,16.64,0,5.75,14.09,3.67,1.61,3.71,0.48,158,Moderate,GJ001
30-07-2015,Ahmedabad,33.13,0,7.01,10.58,17.58,0,7.01,10.79,3.53,1.65,3.96,0.37,169,Moderate,GJ001
31-07-2015,Ahmedabad,40.92,0,6.92,10.47,17.39,0,6.92,19.8,3.38,2.05,5.08,0.44,174,Moderate,GJ001
01-08-2015,Ahmedabad,40.13,0,6.74,10.52,17.26,0,6.74,8.27,3.57,1.85,4.34,0.39,173,Moderate,GJ001
02-08-2015,Ahmedabad,41.13,0,6.91,10.51,17.42,0,6.91,13.48,3.69,1.8,4.23,0.33,172,Moderate,GJ001
03-08-2015,Ahmedabad,36.08,0,6.31,11.56,17.07,0,6.31,11.35,6.08,1.67,2.85,0.11,190,Moderate,GJ001
04-08-2015,Ahmedabad,28.54,0,6.69,20.52,27.21,0,6.69,5.45,7.65,1.36,2.17,0.09,171,Moderate,GJ001
05-08-2015,Ahmedabad,31.63,0,6.99,20.42,27.41,0,6.99,9.23,7.9,0.72,2.29,0.12,168,Moderate,GJ001
06-08-2015,Ahmedabad,42.54,0,7.17,20.4,27.57,0,7.17,6.28,9.86,1.36,2.94,0.28,172,Moderate,GJ001
07-08-2015,Ahmedabad,48,0,7.14,20.3,27.45,0,7.14,6.2,12.78,1.22,3.39,0.26,173,Moderate,GJ001
08-08-2015,Ahmedabad,37.08,0,7.22,20.21,27.42,0,7.22,7.94,7.94,0.86,2.98,0.16,175,Moderate,GJ001
09-08-2015,Ahmedabad,33.33,0,7.4,20.09,27.5,0,7.4,8.3,8.39,0.8,2.13,0.07,179,Moderate,GJ001
10-08-2015,Ahmedabad,38.71,0,7.35,20.21,27.55,0,7.35,8.92,6.28,1.31,2.8,0.27,174,Moderate,GJ001
11-08-2015,Ahmedabad,40.5,0,7.48,20.23,27.71,0,7.48,5.57,21.51,1.17,3,0.11,176,Moderate,GJ001
12-08-2015,Ahmedabad,41.38,0,7.47,20.2,27.68,0,7.47,11.73,19.8,1.82,2.85,0.17,179,Moderate,GJ001
13-08-2015,Ahmedabad,44.54,0,7.49,20.06,27.55,0,7.49,8.43,22.77,1.38,3.36,0.44,175,Moderate,GJ001
14-08-2015,Ahmedabad,65.71,0,7.57,19.94,27.51,0,7.57,6.84,30.21,3.62,5.79,1,177,Moderate,GJ001
15-08-2015,Ahmedabad,33.42,0,7.3,20.27,27.57,0,7.3,4.81,32.95,0,0,0.02,175,Moderate,GJ001
16-08-2015,Ahmedabad,39.08,0,7.35,20.24,27.58,0,7.35,6.88,24.42,0.79,0.76,0.14,174,Moderate,GJ001
17-08-2015,Ahmedabad,33.96,0,7.41,20.1,27.51,0,7.41,6.03,17.17,1.21,1.8,0.15,179,Moderate,GJ001
18-08-2015,Ahmedabad,36.29,0,7.31,20.14,27.45,0,7.31,8.88,13.35,2,4.33,0.35,177,Moderate,GJ001
19-08-2015,Ahmedabad,38.29,0,7.41,20.16,27.57,0,7.41,6.61,17.81,1.63,3.74,0.35,180,Moderate,GJ001
20-08-2015,Ahmedabad,33.71,0,11.87,18.85,30.02,0,11.87,8.21,16.33,1.56,2.97,0.42,274,Poor,GJ001
21-08-2015,Ahmedabad,39.54,0,17.31,14.84,32.15,0,17.31,6.28,5.38,1.67,3.17,0.24,310,Very Poor,GJ001
22-08-2015,Ahmedabad,61.79,0,17.24,14.82,32.06,0,17.24,10.33,8.06,0.91,1.81,0.2,303,Very Poor,GJ001
23-08-2015,Ahmedabad,43.21,0,17.17,14.82,31.99,0,17.17,8.27,37.87,1.29,3.06,0.14,302,Very Poor,GJ001
24-08-2015,Ahmedabad,33.46,0,17.12,14.86,31.98,0,17.12,11.88,86.83,1.08,2.1,0.05,302,Very Poor,GJ001
25-08-2015,Ahmedabad,36.96,0,17.08,14.85,31.93,0,17.08,3.16,54.01,0.91,1.25,0.16,302,Very Poor,GJ001
26-08-2015,Ahmedabad,36.38,0,17.11,14.79,31.9,0,17.11,8.13,74.08,0,0,0.06,302,Very Poor,GJ001
27-08-2015,Ahmedabad,32.58,0,17.01,14.84,31.85,0,17.01,5.87,62.31,0,0,0.01,302,Very Poor,GJ001
28-08-2015,Ahmedabad,38.21,0,17.07,14.89,31.96,0,17.07,10.45,53.61,0,0,0.01,302,Very Poor,GJ001
29-08-2015,Ahmedabad,39.92,0,16.98,14.83,31.81,0,16.98,9.19,92.79,0,0.01,0.02,301,Very Poor,GJ001
30-08-2015,Ahmedabad,72.79,0,17.04,14.84,31.88,0,17.04,3.87,78.4,0,0,0,302,Very Poor,GJ001
31-08-2015,Ahmedabad,43.17,0,17.05,14.86,31.91,0,17.05,5.22,57.49,0,0,0.11,302,Very Poor,GJ001
01-09-2015,Ahmedabad,63.33,0,17.03,14.82,31.85,0,17.03,3.69,7.57,0,0,0,302,Very Poor,GJ001
02-09-2015,Ahmedabad,64.75,0,17.01,14.82,31.83,0,17.01,6.45,12.13,0,0,0,302,Very Poor,GJ001
03-09-2015,Ahmedabad,65.29,0,17.04,14.85,31.89,0,17.04,5.87,17.44,0,0,0,301,Very Poor,GJ001
04-09-2015,Ahmedabad,67.79,0,16.98,14.87,31.84,0,16.98,8.87,16.53,0,0,0,302,Very Poor,GJ001
05-09-2015,Ahmedabad,52.42,0,16.97,14.81,31.78,0,16.97,9.89,22.55,0,0,0,301,Very Poor,GJ001
06-09-2015,Ahmedabad,33.33,0,16.95,14.89,31.84,0,16.95,6.6,33.58,0,0,0,302,Very Poor,GJ001
07-09-2015,Ahmedabad,29.5,0,16.94,14.88,31.82,0,16.94,8.2,38.95,0,0,0.02,301,Very Poor,GJ001
08-09-2015,Ahmedabad,9.67,0,10.62,9.28,19.91,0,10.62,9.45,21.36,0,0,0,301,Very Poor,GJ001
09-09-2015,Ahmedabad,26.33,0,7.48,23.33,30.81,0,7.48,3.27,7.06,0,10.52,4.88,30.81,Good,GJ001
10-09-2015,Ahmedabad,50.21,0,9.46,12.31,21.77,0,9.46,8.72,13.61,0,3.42,0.29,226,Poor,GJ001
11-09-2015,Ahmedabad,61.67,0,8.68,15.43,24.1,0,8.68,6.41,18.69,0,4.83,0.38,276,Poor,GJ001
12-09-2015,Ahmedabad,46.96,0,7.14,11.47,18.61,0,7.14,6.27,19.03,0,3.08,0.12,209,Poor,GJ001
13-09-2015,Ahmedabad,43.13,0,6.82,9.96,16.78,0,6.82,10.13,20.59,0,2.5,0.13,179,Moderate,GJ001
14-09-2015,Ahmedabad,42.13,0,8.43,11.35,19.78,0,8.43,8.24,28.09,0,3.19,0.2,197,Moderate,GJ001
15-09-2015,Ahmedabad,44.92,0,7.14,10.94,18.07,0,7.14,2.44,59.38,0,2.21,0.24,229,Poor,GJ001
16-09-2015,Ahmedabad,29.63,0,6.61,9.94,16.55,0,6.61,7.72,42.9,0,1.87,0.13,170,Moderate,GJ001
17-09-2015,Ahmedabad,32.17,0,6.5,9.7,16.2,0,6.5,9.2,39.02,0,2.73,0.19,164,Moderate,GJ001
18-09-2015,Ahmedabad,36.33,0,7.68,12.88,20.56,0,7.68,7.94,41.54,0,4.29,0.36,195,Moderate,GJ001
19-09-2015,Ahmedabad,13.21,0,4.58,5.96,10.53,0,4.58,6.3,24.13,0,2.52,0.17,220,Poor,GJ001
20-09-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-09-2015,Ahmedabad,13.58,0,4.97,6.12,11.1,0,4.97,4.75,5.71,0,4.77,0.32,13.58,Good,GJ001
22-09-2015,Ahmedabad,59.29,0,9.21,9.68,18.89,0,9.21,5.98,7.69,0,3.24,0.19,217,Poor,GJ001
23-09-2015,Ahmedabad,65.29,0,10.61,9.62,20.23,0,10.61,3.69,4.74,0,3.63,0.24,254,Poor,GJ001
24-09-2015,Ahmedabad,47.29,0,9.26,10.48,19.74,0,9.26,7.4,7.71,0,3.41,0.21,241,Poor,GJ001
25-09-2015,Ahmedabad,43.96,0,8.69,19.75,28.44,0,8.69,4.83,11.53,0,3.24,0.16,244,Poor,GJ001
26-09-2015,Ahmedabad,28.46,0,9.05,13.63,22.68,0,9.05,7.47,15.95,0,3.26,0.21,243,Poor,GJ001
27-09-2015,Ahmedabad,3.58,0,11.27,14.17,25.44,0,11.27,9.6,20.38,0,4.02,0.46,244,Poor,GJ001
28-09-2015,Ahmedabad,2.83,0,16.31,21.5,37.81,0,16.31,12.59,30.05,0.02,9.33,0.81,327,Very Poor,GJ001
29-09-2015,Ahmedabad,14.38,0,10.33,30.6,40.93,0,10.33,10.05,29.36,0,8.36,1,390,Very Poor,GJ001
30-09-2015,Ahmedabad,69.08,0,8.85,32.41,41.26,0,8.85,14.98,28.45,0,7.16,0.73,231,Poor,GJ001
01-10-2015,Ahmedabad,73.21,0,17.21,33.26,50.47,0,17.21,14.8,30.17,0,7.51,1.15,396,Very Poor,GJ001
02-10-2015,Ahmedabad,102.63,0,33.31,37.85,71.17,0,33.31,27.32,24.85,19.81,51.29,15.05,731,Severe,GJ001
03-10-2015,Ahmedabad,127.88,0,11.14,28.38,39.52,0,11.14,25.59,15.17,8.14,29.23,3.24,466,Severe,GJ001
04-10-2015,Ahmedabad,87.17,0,7.83,21.51,29.34,0,7.83,6.98,23.17,5.59,17.26,2.28,230,Poor,GJ001
05-10-2015,Ahmedabad,99.75,0,20.16,30.23,50.4,0,20.16,32.74,20.91,8.58,27.22,4.15,309,Very Poor,GJ001
06-10-2015,Ahmedabad,84.08,0,15.83,32.1,47.93,0,15.83,18.57,23.12,8.34,23.83,4,519,Severe,GJ001
07-10-2015,Ahmedabad,92.17,0,18.21,32.5,50.71,0,18.21,31.75,29.97,6.27,26.4,4.3,397,Very Poor,GJ001
08-10-2015,Ahmedabad,94.04,0,27.14,36.97,64.11,0,27.14,23.84,23.51,10.85,41.2,6.14,517,Severe,GJ001
09-10-2015,Ahmedabad,150.29,0,15.9,34.86,50.77,0,15.9,26.35,29.3,9.13,37.83,5.06,653,Severe,GJ001
10-10-2015,Ahmedabad,118.92,0,5.42,29.22,34.64,0,5.42,72.85,24.89,6.23,12.93,1.74,355,Very Poor,GJ001
11-10-2015,Ahmedabad,91.29,0,5.19,23.45,28.63,0,5.19,25.44,1.56,0.69,1.25,0.05,227,Poor,GJ001
12-10-2015,Ahmedabad,91.96,0,10.38,33.63,44.01,0,10.38,30.06,12.53,3.24,11.06,1.76,316,Very Poor,GJ001
13-10-2015,Ahmedabad,132.08,0,20.2,32.98,53.18,0,20.2,21.89,17.41,12.76,39.39,12.08,536,Severe,GJ001
14-10-2015,Ahmedabad,90.71,0,18.12,25.73,43.85,0,18.12,17.89,26.02,7.32,43.71,6.04,370,Very Poor,GJ001
15-10-2015,Ahmedabad,108.63,0,17.03,32.87,49.9,0,17.03,22.59,19.56,12.47,51.84,7.46,551,Severe,GJ001
16-10-2015,Ahmedabad,98.71,0,17.72,31.2,48.92,0,17.72,26.09,30.19,8.22,41.58,5.48,393,Very Poor,GJ001
17-10-2015,Ahmedabad,145.67,0,20.61,34.71,55.33,0,20.61,24.66,95.94,20.08,51.51,7.31,671,Severe,GJ001
18-10-2015,Ahmedabad,179.33,0,52.33,39.42,91.75,0,52.33,39.16,51.34,31.75,102.65,14.97,969,Severe,GJ001
19-10-2015,Ahmedabad,163.5,0,14.85,33.75,48.6,0,14.85,32.61,31.49,10.76,31.62,4.83,471,Severe,GJ001
20-10-2015,Ahmedabad,101.67,0,11.52,18.32,29.83,0,11.52,47.15,2.68,0,0,0,529,Severe,GJ001
21-10-2015,Ahmedabad,30.88,0,4.31,10.22,14.52,0,4.31,12.27,24.29,13.33,17.97,5.17,30.88,Good,GJ001
22-10-2015,Ahmedabad,64.67,0,4.79,23.83,28.61,0,4.79,34.4,24.76,6.24,12.04,2.24,213,Poor,GJ001
23-10-2015,Ahmedabad,78.25,0,10.58,28.93,39.51,0,10.58,44.91,35.56,4.72,8.87,2.28,297,Poor,GJ001
24-10-2015,Ahmedabad,100.17,0,32.27,34.16,66.43,0,32.27,27.73,21.95,7.62,12.85,5.15,605,Severe,GJ001
25-10-2015,Ahmedabad,147.33,0,34.64,39.1,73.74,0,34.64,46.09,26.43,5.8,5.08,10.16,691,Severe,GJ001
26-10-2015,Ahmedabad,8.63,0,6.06,2.32,8.38,0,6.06,0.85,1.58,1.69,3.45,36,971,Severe,GJ001
27-10-2015,Ahmedabad,43.08,0,14.28,15.11,29.4,0,14.28,8.6,11.32,26,72.61,10.84,72.61,Satisfactory,GJ001
28-10-2015,Ahmedabad,89.67,0,5.43,25.75,31.18,0,5.43,44.92,28.69,6.48,17.42,2.14,270,Poor,GJ001
29-10-2015,Ahmedabad,51.67,0,1.89,21.15,23.04,0,1.89,37.31,66.58,3.96,11.1,0.75,188,Moderate,GJ001
30-10-2015,Ahmedabad,54.54,0,2.31,18.33,20.64,0,2.31,19.08,40.67,3.47,10.25,1.12,114,Moderate,GJ001
31-10-2015,Ahmedabad,29.08,0,0.76,7.56,8.33,0,0.76,8.01,35.91,1.9,4.5,0.22,143,Moderate,GJ001
01-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
02-11-2015,Ahmedabad,45.96,0,28.28,16.58,44.86,0,28.28,5.17,5.06,73.38,105.07,17.55,105.07,Modarate,GJ001
03-11-2015,Ahmedabad,79.67,0,17.91,19.97,37.88,0,17.91,11.5,43.71,25.83,60.82,9.26,557,Severe,GJ001
04-11-2015,Ahmedabad,80.54,0,21.51,15.83,37.34,0,21.51,8.32,0,41.22,93.71,13.41,93.71,Satisfactory,GJ001
05-11-2015,Ahmedabad,155.46,0,21.31,26.48,47.79,0,21.31,35.65,0,28.86,55.93,8.74,536,Severe,GJ001
06-11-2015,Ahmedabad,71.63,0,14.86,18.79,33.65,0,14.86,15.29,10.46,17.39,60.02,11.13,354,Very Poor,GJ001
07-11-2015,Ahmedabad,136.21,0,6.65,20.57,27.22,0,6.65,20.67,15.22,22.88,52.49,10.86,381,Very Poor,GJ001
08-11-2015,Ahmedabad,37.21,0,1.96,9.31,11.27,0,1.96,7.86,13.8,9.55,20.72,4.32,355,Very Poor,GJ001
09-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
10-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
11-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
12-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
13-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
14-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
15-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
16-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
17-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
18-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
19-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
20-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
22-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
23-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
24-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
25-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
26-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
27-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
28-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
29-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
30-11-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
01-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
02-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
03-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
04-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
05-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
06-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
07-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
08-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
09-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
10-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
11-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
12-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
13-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
14-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
15-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
16-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
17-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
18-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
19-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
20-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
22-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
23-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
24-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
25-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
26-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
27-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
28-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
29-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
30-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
31-12-2015,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
01-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
02-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
03-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
04-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
05-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
06-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
07-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
08-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
09-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
10-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
11-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
12-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
13-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
14-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
15-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
16-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
17-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
18-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
19-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
20-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
22-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
23-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
24-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
25-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
26-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
27-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
28-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
29-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
30-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
31-01-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
01-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
02-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
03-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
04-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
05-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
06-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
07-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
08-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
09-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
10-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
11-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
12-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
13-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
14-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
15-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
16-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
17-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
18-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
19-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
20-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
22-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
23-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
24-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
25-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
26-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
27-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
28-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
29-02-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
01-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
02-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
03-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
04-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
05-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
06-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
07-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
08-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
09-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
10-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
11-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
12-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
13-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
14-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
15-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
16-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
17-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
18-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
19-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
20-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
21-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
22-03-2016,Ahmedabad,0,0,0,0,0,0,0,0,0,,,,0,Good,GJ001
